date,difficulty,color,category,word_1,word_2,word_3,word_4
2023-09-12,Easiest,Yellow,HOT DRINKS,CHAI,COCOA,COFFEE,TEA
2023-09-12,Easy,Green,ANIMAL SOUNDS,BUZZ,CLUCK,MEOW,OINK
2023-09-12,Medium,Blue,TREE FEATURES,BARK,BRANCH,ROOT,TRUNK
2023-09-12,Hard,Purple,INSIDE INFO,DIRT,DISH,SCOOP,SKINNY
2023-09-13,Easiest,Yellow,“SKEDADDLE!”,GET OUT,GO,LEAVE,SCRAM
2023-09-13,Easy,Green,PRONOUNS,ME,THEM,US,YOU
2023-09-13,Medium,Blue,ANAGRAMS,NOPE,OPEN,PEON,PONE
2023-09-13,Hard,Purple,___ BABY,BEANIE,FUR,NEPO,SANTA
2023-09-14,Easiest,Yellow,EYE PARTS,IRIS,LENS,PUPIL,RETINA
2023-09-14,Easy,Green,COUNTERFEIT,BOGUS,FAKE,PHONY,SHAM
2023-09-14,Medium,Blue,RADIO LINGO,COPY,OUT,OVER,ROGER
2023-09-14,Hard,Purple,SONGS THAT ARE NAMES,ALEJANDRO,LOLA,MICHELLE,STAN
2023-09-15,Easiest,Yellow,BOVIDS,BUFFALO,COW,GOAT,SHEEP
2023-09-15,Easy,Green,EMIT LIGHT,BEAM,GLOW,RADIATE,SHINE
2023-09-15,Medium,Blue,GYMNASTICS APPARATUS,FLOOR,HORSE,RINGS,VAULT
2023-09-15,Hard,Purple,WORDS THAT SOUND LIKE TWO LETTERS,CUTIE,ENVY,EXCEL,SEEDY
2023-09-16,Easiest,Yellow,FAIRY TALE FIGURES,GIANT,PRINCESS,WITCH,WOLF
2023-09-16,Easy,Green,CHESS TERMS,BISHOP,MATE,GAMBIT,QUEEN
2023-09-16,Medium,Blue,“PEANUTS” CHARACTERS,CHARLIE,PEPPERMINT PATTY,PIGPEN,WOODSTOCK
2023-09-16,Hard,Purple,I LOVE ___,LUCY,NEW YORK,ROCK 'N ROLL,YOU
2023-09-17,Easiest,Yellow,FRUITS,APRICOT,FIG,GRAPE,LIME
2023-09-17,Easy,Green,LUXURIOUS,DELUXE,GRAND,LAVISH,OPULENT
2023-09-17,Medium,Blue,BEST ACTRESS OSCAR WINNERS,BERRY,FOSTER,STONE,SWANK
2023-09-17,Hard,Purple,WHAT “GREEN” MIGHT MEAN,ENVIOUS,FRESH,NAIVE,UNWELL
2023-09-18,Easiest,Yellow,INTELLIGENT,BRIGHT,CLEVER,QUICK,SHARP
2023-09-18,Easy,Green,AIRLINES,ALASKA,FRONTIER,SOUTHWEST,SPIRIT
2023-09-18,Medium,Blue,WESTERN TROPES,COWBOY,DRIFTER,OUTLAW,SHERIFF
2023-09-18,Hard,Purple,TV SHOW TITLE SURNAMES,LASSO,MARS,ROGERS,SMART
2023-09-19,Easiest,Yellow,WEB BROWSER-RELATED,BOOKMARK,HISTORY,TAB,WINDOW
2023-09-19,Easy,Green,SHIRT FEATURES,BUTTON,COLLAR,CUFF,POCKET
2023-09-19,Medium,Blue,CONNECTION,BOND,LINK,RELATION,TIE
2023-09-19,Hard,Purple,DIRTY ___,DOZEN,JOKE,LAUNDRY,MARTINI
2023-09-20,Easiest,Yellow,REPLACEMENT,BACKUP,COPY,EXTRA,SPARE
2023-09-20,Easy,Green,BOWLING,ALLEY,BALL,LANE,PIN
2023-09-20,Medium,Blue,COMMON MERCH ITEMS,MUG,PEN,TEE,TOTE
2023-09-20,Hard,Purple,NUMBER HOMOPHONES,ATE,FOR,TOO,WON
2023-09-21,Easiest,Yellow,RESTAURANT WORKERS,BARTENDER,CHEF,HOST,SERVER
2023-09-21,Easy,Green,MOTOR VEHICLES,BUS,CAR,MOTORCYCLE,TRUCK
2023-09-21,Medium,Blue,MUPPETS,ANIMAL,BEAKER,GONZO,SCOOTER
2023-09-21,Hard,Purple,HAND- AND FOOT-RELATED SLANG,DIGIT,DOG,MITT,PIGGY
2023-09-22,Easiest,Yellow,SODA FOUNTAIN ORDERS,FLOAT,MALT,SHAKE,SUNDAE
2023-09-22,Easy,Green,SET AS PLANS,CONCRETE,FIRM,SOLID,TANGIBLE
2023-09-22,Medium,Blue,M. NIGHT SHYAMALAN MOVIES,GLASS,OLD,SIGNS,SPLIT
2023-09-22,Hard,Purple,___BOARD,DASH,HOVER,KEY,STAR
2023-09-23,Easiest,Yellow,ROBUST,FIT,HEALTHY,SOUND,STRONG
2023-09-23,Easy,Green,DECLINE,DIP,DROP,FALL,SINK
2023-09-23,Medium,Blue,WATER SOURCES,FOUNTAIN,SPRING,TAP,WELL
2023-09-23,Hard,Purple,WOMEN SINGERS,KEYS,NICKS,SUMMER,SWIFT
2023-09-24,Easiest,Yellow,KITCHEN UTENSILS,GRATER,LADLE,PEELER,WHISK
2023-09-24,Easy,Green,VERTEBRATES,BIRD,FISH,MAMMAL,REPTILE
2023-09-24,Medium,Blue,SUPER MARIO-RELATED,DINOSAUR,MUSHROOM,PLUMBER,PRINCESS
2023-09-24,Hard,Purple,SITCOM FAMILIES,BUNKER,CLEAVER,PARTRIDGE,TANNER
2023-09-25,Easiest,Yellow,BRIDAL ACCESSORIES,BOUQUET,RING,TRAIN,VEIL
2023-09-25,Easy,Green,“C” WORDS FOR “ENVELOP”,CAKE,COAT,COVER,CRUST
2023-09-25,Medium,Blue,JACKS,BLACK,FROST,MA,SPARROW
2023-09-25,Hard,Purple,SOCIAL MEDIA APP ENDINGS,BOOK,GRAM,IN,TUBE
2023-09-26,Easiest,Yellow,SNAKES,BOA,MAMBA,PYTHON,VIPER
2023-09-26,Easy,Green,LINGERIE,GARTER,SLIP,TEDDY,THONG
2023-09-26,Medium,Blue,SUMMARY,ABSTRACT,BRIEF,DIGEST,RUNDOWN
2023-09-26,Hard,Purple,FULL ___,CIRCLE,HOUSE,MONTY,MOON
2023-09-27,Easiest,Yellow,PRODUCED BY TREES,ACORN,CONE,POLLEN,SAP
2023-09-27,Easy,Green,CANDY STORE TREATS,CHOCOLATE,GUM,LICORICE,LOLLIPOP
2023-09-27,Medium,Blue,TARGET OF A SCHEME,CHUMP,FOOL,MARK,SUCKER
2023-09-27,Hard,Purple,THINGS WITH EYE(S),FACE,HURRICANE,NEEDLE,POTATO
2023-09-28,Easiest,Yellow,REFLECT LIGHT,FLASH,GLEAM,GLITTER,SPARKLE
2023-09-28,Easy,Green,WAYS TO GATHER FOOD,FISH,FORAGE,HUNT,TRAP
2023-09-28,Medium,Blue,RAP SUBGENRES,BOUNCE,CRUNK,DRILL,GRIME
2023-09-28,Hard,Purple,LIGHT ___,BEER,BULB,RAIL,YEAR
2023-09-29,Easiest,Yellow,VERY IMPORTANT,CENTRAL,CRITICAL,KEY,VITAL
2023-09-29,Easy,Green,RECYCLNG CATEGORIES,GLASS,METAL,PAPER,PLASTIC
2023-09-29,Medium,Blue,HUDSONS,HENRY,JENNIFER,KATE,ROCK
2023-09-29,Hard,Purple,WHAT “BEAT” MAY MEAN,ASSIGNMENT,DEFEAT,TEMPO,TIRED
2023-09-30,Easiest,Yellow,PLAYING CARD SUITS,CLUB,DIAMOND,HEART,SPADE
2023-09-30,Easy,Green,GOLF CLUBS,IRON,PUTTER,WEDGE,WOOD
2023-09-30,Medium,Blue,YEARN,ACHE,LONG,PINE,THIRST
2023-09-30,Hard,Purple,INSUFFICIENT,LOW,SHORT,SHY,WANTING
2023-10-01,Easiest,Yellow,COFFEE COUNTER ITEMS,CUP,LID,STIRRER,STRAW
2023-10-01,Easy,Green,NOCTURNAL ANIMALS,BAT,MOTH,OWL,WOLF
2023-10-01,Medium,Blue,THINGS THAT ARE RED,BEET,BRICK,CARDINAL,POPPY
2023-10-01,Hard,Purple,___ FIGURE,ACTION,BALLPARK,GO,STICK
2023-10-02,Easiest,Yellow,WAYS TO SHOW RESPECT,BOW,KNEEL,SALUTE,STAND
2023-10-02,Easy,Green,IPHONE APPS,CLOCK,MAIL,MAPS,NOTES
2023-10-02,Medium,Blue,ANIMAL COVERINGS,DOWN,FUR,SCALES,SHELL
2023-10-02,Hard,Purple,“POINTERS”,ARROW,DOG,FINGER,HINT
2023-10-03,Easiest,Yellow,LONG-HAIRED ANIMALS,AFGHAN,ALPACA,ANGORA,YAK
2023-10-03,Easy,Green,PRATTLE ON,BLATHER,CHAT,JABBER,GAB
2023-10-03,Medium,Blue,SNEAKER BRANDS,CONVERSE,JORDAN,PUMA,VANS
2023-10-03,Hard,Purple,___ BALLOON,LEAD,SPEECH,TRIAL,WATER
2023-10-04,Easiest,Yellow,CHRISTMAS-RELATED,MISTLETOE,REINDEER,SNOWMAN,STOCKING
2023-10-04,Easy,Green,MAKE PUBLIC,DISPLAY,EXHIBIT,PRESENT,SHOW
2023-10-04,Medium,Blue,TORUS-SHAPED FOOD,BAGEL,CHEERIO,DONUT,LIFESAVER
2023-10-04,Hard,Purple,THINGS WITH STRIPES,CANDY CANE,CROSSWALK,REFEREE,TIGER
2023-10-05,Easiest,Yellow,DIVISION,ARM,BRANCH,CHAPTER,WING
2023-10-05,Easy,Green,IMPERIAL UNITS,BUSHEL,PECK,STONE,TON
2023-10-05,Medium,Blue,M.L.B. TEAM MEMBER,ANGEL,CUB,MET,RED
2023-10-05,Hard,Purple,INSECT HOMOPHONES,AUNT,BEATLE,FLEE,NAT
2023-10-06,Easiest,Yellow,LAUGHTER IN A TEXT,DEAD,HAHA,LOL,ROFL
2023-10-06,Easy,Green,ART MOVEMENTS,DADA,DECO,GOTHIC,POP
2023-10-06,Medium,Blue,“PETER PAN” CHARACTERS,HOOK,NANA,PETER,WENDY
2023-10-06,Hard,Purple,LADY ___,BIRD,GAGA,LUCK,MACBETH
2023-10-07,Easiest,Yellow,RHYMES,DARREN,KAREN,SHARON,AARON
2023-10-07,Easy,Green,NATURAL FEATURES,DALE,BROOK,SAVANNA,CLIFF
2023-10-07,Medium,Blue,IRREGULAR VERBS,DREW,ROSE,WILL,MAY
2023-10-07,Hard,Purple,PALINDROMES,EVE,HANNAH,OTTO,NATAN
2023-10-08,Easiest,Yellow,CELEBRATORY OCCASIONS,ANNIVERSARY,BIRTHDAY,SHOWER,WEDDING
2023-10-08,Easy,Green,PHONE CONNECTIVITY,BARS,RECEPTION,SERVICE,SIGNAL
2023-10-08,Medium,Blue,CITIES AND TOWNS IN ENGLAND,BATH,DERBY,READING,SANDWICH
2023-10-08,Hard,Purple,___ OPERA,COMIC,MET,ROCK,SOAP
2023-10-09,Easiest,Yellow,CROPS,CORN,CUCUMBER,PEPPER,TOMATO
2023-10-09,Easy,Green,SLANG FOR HEAD,CROWN,DOME,MELON,NOODLE
2023-10-09,Medium,Blue,SONG,CUT,NUMBER,SINGLE,TRACK
2023-10-09,Hard,Purple,THINGS THAT WHISTLE,BIRD,KETTLE,REFEREE,TRAIN
2023-10-10,Easiest,Yellow,ORIGIN,GENESIS,GERM,SEED,SOURCE
2023-10-10,Easy,Green,BIBLE BOOKS,ACTS,JOB,KINGS,MARK
2023-10-10,Medium,Blue,N.H.L. TEAMS,FLAMES,KRAKEN,STARS,WILD
2023-10-10,Hard,Purple,POWER ___,NAP,PLANT,RANGER,TRIP
2023-10-11,Easiest,Yellow,FILM SET DIRECTIVES,ACTION,CAMERA,CUT,LIGHTS
2023-10-11,Easy,Green,CONDITIONAL WORDS,CAN,COULD,MAY,MIGHT
2023-10-11,Medium,Blue,FOREMOST,HEAD,LEAD,PRIME,TOP
2023-10-11,Hard,Purple,___ PAPER,BUTCHER,SCRAP,TOILET,WAX
2023-10-12,Easiest,Yellow,CONCEAL,BLOCK,COVER,HIDE,MASK
2023-10-12,Easy,Green,PARTS OF A WATCH,CROWN,DIAL,HAND,STRAP
2023-10-12,Medium,Blue,WONDER WOMAN’S COSTUME,LASSO,SHIELD,SWORD,TIARA
2023-10-12,Hard,Purple,THINGS THAT CAN RUN,CANDIDATE,FAUCET,MASCARA,NOSE
2023-10-13,Easiest,Yellow,BEANS,FAVA,KIDNEY,LIMA,PINTO
2023-10-13,Easy,Green,CITIES BEGINNING WITH “L”,LAGOS,LIMERICK,LINCOLN,LUXOR
2023-10-13,Medium,Blue,POETRY TERMS,LINE,METER,RHYME,VERSE
2023-10-13,Hard,Purple,“THE(E) ___” RAPPERS,CREATOR,DUDE,RAPPER,STALLION
2023-10-14,Easiest,Yellow,BUTT,BOTTOM,BUNS,SEAT,TAIL
2023-10-14,Easy,Green,ROTARY PHONE PARTS,CORD,CRADLE,DIAL,HANDSET
2023-10-14,Medium,Blue,SLANG FOR HOME,CRIB,DIGS,JOINT,PAD
2023-10-14,Hard,Purple,PLUNDER,BOOTY,LOOT,SPOILS,SWAG
2023-10-15,Easiest,Yellow,TOOLS,FILE,HAMMER,LEVEL,SAW
2023-10-15,Easy,Green,PULL,JERK,TUG,WRENCH,YANK
2023-10-15,Medium,Blue,SHORTCUT COMMANDS,COPY,FIND,PRINT,SAVE
2023-10-15,Hard,Purple,TITLE MOVIE ANIMALS,BABE,BEETHOVEN,CHARLOTTE,WILLY
2023-10-16,Easiest,Yellow,DAYS OF THE WEEK,FRIDAY,SATURDAY,SUNDAY,THURSDAY
2023-10-16,Easy,Green,GO BAD,ROT,SOUR,SPOIL,TURN
2023-10-16,Medium,Blue,“THE ADDAMS FAMILY” CHARACTERS,FESTER,LURCH,THING,WEDNESDAY
2023-10-16,Hard,Purple,FAT ___,CAT,CHANCE,LIP,TUESDAY
2023-10-17,Easiest,Yellow,TAUNTS,BOO,HISS,JEER,RASPBERRY
2023-10-17,Easy,Green,FAILURE,BOMB,DUD,FLOP,LEMON
2023-10-17,Medium,Blue,RUDELY BREAK OFF CONTACT,DESERT,GHOST,IGNORE,JILT
2023-10-17,Hard,Purple,ROCK ___,BOTTOM,CANDY,GARDEN,STAR
2023-10-18,Easiest,Yellow,SOMETHING TIRESOME,BORE,DRAG,SNOOZE,YAWN
2023-10-18,Easy,Green,BIT OF WIND,BREEZE,DRAFT,GUST,PUFF
2023-10-18,Medium,Blue,PIQUANCY,BITE,KICK,TANG,ZIP
2023-10-18,Hard,Purple,SINGULAR OF THINGS SEEN IN PAIRS,BOXER,GOGGLE,PANT,TONG
2023-10-19,Easiest,Yellow,FALSIFY,FABRICATE,FAKE,FIX,FORGE
2023-10-19,Easy,Green,MILD OATHS,FIDDLESTICKS,FIE,FRICK,FUDGE
2023-10-19,Medium,Blue,TV SHOWS,FARGO,FIREFLY,FLEABAG,FLIPPER
2023-10-19,Hard,Purple,FAST ___,FASHION,FOOD,FORWARD,FRIENDS
2023-10-20,Easiest,Yellow,ANIMAL HOMES,DEN,HIVE,LAIR,NEST
2023-10-20,Easy,Green,VIRTUAL SPACES,CLOUD,METAVERSE,NET,WEB
2023-10-20,Medium,Blue,EQUITABLE,EQUAL,EVEN,FAIR,JUST
2023-10-20,Hard,Purple,___ BURGER,GOOD,IMPOSSIBLE,NOTHING,WARREN
2023-10-21,Easiest,Yellow,TABLEWARE,BOWL,DISH,PLATE,SAUCER
2023-10-21,Easy,Green,NONSENSE,BALONEY,BUNK,CROCK,TRIPE
2023-10-21,Medium,Blue,BRA PARTS,CUP,HOOK,STRAP,WIRE
2023-10-21,Hard,Purple,ACRONYMS,LASER,RADAR,SCUBA,SPAM
2023-10-22,Easiest,Yellow,RELAX,CHILL,HANG,LOAF,LOUNGE
2023-10-22,Easy,Green,CATCHY SONG,BANGER,BOP,GROOVE,JAM
2023-10-22,Medium,Blue,BRITISH CUISINE,MASH,ROAST,SCONE,TRIFLE
2023-10-22,Hard,Purple,STICKY SITUATION,BIND,PICKLE,SCRAPE,SPOT
2023-10-23,Easiest,Yellow,CELL PHONE MODES,FOCUS,RING,SILENT,VIBRATE
2023-10-23,Easy,Green,IMPEL,DRIVE,INSPIRE,MOTIVATE,SPUR
2023-10-23,Medium,Blue,ROMANTIC BEGINNINGS,CONNECTION,FEELINGS,SPARK,VIBE
2023-10-23,Hard,Purple,HARD ___,CANDY,COPY,KNOCKS,SELTZER
2023-10-24,Easiest,Yellow,ANIMAL GROUPS,COLONY,HERD,PRIDE,SCHOOL
2023-10-24,Easy,Green,SMALL OPENING,CRANNY,NICHE,NOOK,RECESS
2023-10-24,Medium,Blue,PARADIGMATIC,CLASSIC,DEFINITIVE,MODEL,TEXTBOOK
2023-10-24,Hard,Purple,RHYMING COMPOUND WORDS,BACKPACK,BIGWIG,DOWNTOWN,RAGTAG
2023-10-25,Easiest,Yellow,GRAMMAR TENSE TERMS,FUTURE,PAST,PERFECT,PRESENT
2023-10-25,Easy,Green,“GRACIOUS ME!”,GOODNESS,HEAVENS,LORD,MERCY
2023-10-25,Medium,Blue,12 DAYS OF CHRISTMAS,DRUMMER,LADY,RING,SWAN
2023-10-25,Hard,Purple,___ SYRUP,CORN,COUGH,MAPLE,SIMPLE
2023-10-26,Easiest,Yellow,INCREASE,BUILD,GROW,SWELL,MOUNT
2023-10-26,Easy,Green,EXCELLENT IN OLD SLANG,ACES,KEEN,NEATO,NIFTY
2023-10-26,Medium,Blue,FINE BUBBLES,FOAM,FROTH,HEAD,LATHER
2023-10-26,Hard,Purple,SPHERICAL THINGS,BUBBLE,GLOBE,MARBLE,PEARL
2023-10-27,Easiest,Yellow,SHAMELESS BOLDNESS,BRASS,CHEEK,GALL,NERVE
2023-10-27,Easy,Green,METAL ELEMENTS,COPPER,GOLD,NICKEL,SILVER
2023-10-27,Medium,Blue,W.N.B.A. TEAMS,MERCURY,SKY,SPARKS,LIBERTY
2023-10-27,Hard,Purple,THINGS WITH TRUNKS,CARS,ELEPHANTS,SWIMMERS,TREES
2023-10-28,Easiest,Yellow,SENSES,SIGHT,SMELL,TASTE,TOUCH
2023-10-28,Easy,Green,APPEARANCE,DRESS,LOOK,MANNER,STYLE
2023-10-28,Medium,Blue,“AGREE!”,DITTO,LIKEWISE,SAME,SECOND
2023-10-28,Hard,Purple,___ MOON,BLUE,HARVEST,NEW,SAILOR
2023-10-29,Easiest,Yellow,MISHMASH,HASH,JUMBLE,MEDLEY,STEW
2023-10-29,Easy,Green,GO UP AGAINST,CHALLENGE,CONFRONT,FACE,OPPOSE
2023-10-29,Medium,Blue,GROUP OF OFFSPRING,BROOD,CLUTCH,HATCH,LITTER
2023-10-29,Hard,Purple,GUITAR PARTS,BODY,BRIDGE,FRET,NECK
2023-10-30,Easiest,Yellow,BIRD FEATURES,BEAK,FEATHER,TALON,WING
2023-10-30,Easy,Green,BLINK OF AN EYE,FLASH,HEARTBEAT,SECOND,WINK
2023-10-30,Medium,Blue,MAHJONG TILES,BAMBOO,DRAGON,SEASON,WIND
2023-10-30,Hard,Purple,___ BUTTON,BELLY,HOT,PANIC,SNOOZE
2023-10-31,Easiest,Yellow,FLOWERS,DAISY,ROSE,TULIP,VIOLET
2023-10-31,Easy,Green,SEEN ON A FARM,BARN,CHICKEN,FARMER,TRACTOR
2023-10-31,Medium,Blue,HORROR DIRECTORS,ASTER,CARPENTER,CRAVEN,WAN
2023-10-31,Hard,Purple,___ JACKET,DUST,LIFE,SPORTS,YELLOW
2023-11-01,Easiest,Yellow,SOCIAL MEDIA ACTIONS,FOLLOW,LIKE,SHARE,SUBSCRIBE
2023-11-01,Easy,Green,USE A NEEDLE AND THREAD,DARN,HEM,SEAM,SEW
2023-11-01,Medium,Blue,SHOWS SET IN HOSPITALS,ER,HOUSE,RATCHED,SCRUBS
2023-11-01,Hard,Purple,EXPRESSIONS OF HESITATION,ERM,UH,UM,WELL
2023-11-02,Easiest,Yellow,IGNITE,BURN,KINDLE,LIGHT,TORCH
2023-11-02,Easy,Green,INFORMATION,DATA,INFO,INTEL,NEWS
2023-11-02,Medium,Blue,SMALL WOODED AREA,DELL,GLEN,HOLLOW,VALLEY
2023-11-02,Hard,Purple,THINGS WITH CORES,APPLE,COMPUTER,PLANET,REACTOR
2023-11-03,Easiest,Yellow,NEVERTHELESS,HOWEVER,STILL,THOUGH,YET
2023-11-03,Easy,Green,REPEATED WORDS IN EXPRESSIONS,HEAR,KNOCK,THERE,TUT
2023-11-03,Medium,Blue,WORDS ABBREVIATED WITH LETTERS,ARE,SEE,WHY,YOU
2023-11-03,Hard,Purple,ROYAL ___,FAMILY,FLUSH,JELLY,WE
2023-11-04,Easiest,Yellow,WAYS TO PREPARE,DRILL,PRACTICE,STUDY,TRAIN
2023-11-04,Easy,Green,HOLLOW CYLINDERS,HOSE,PIPE,STRAW,TUBE
2023-11-04,Medium,Blue,WEAPONS IN THE GAME CLUE,CANDLESTICK,KNIFE,ROPE,WRENCH
2023-11-04,Hard,Purple,“E-” THINGS,CIGARETTE,BIKE,TICKET,SPORTS
2023-11-05,Easiest,Yellow,UNCHANGING,EVEN,LEVEL,STABLE,STEADY
2023-11-05,Easy,Green,LONG SHARP OBJECTS,LANCE,PIN,SKEWER,SPIT
2023-11-05,Medium,Blue,MUSIC PUBLICATIONS,BILLBOARD,PITCHFORK,ROLLING STONE,SPIN
2023-11-05,Hard,Purple,WORDS WITH NUMERICAL PREFIXES,UNIFORM,BICYCLE,TRILOGY,QUADRANT
2023-11-06,Easiest,Yellow,INVESTMENTS,BOND,CD,OPTION,STOCK
2023-11-06,Easy,Green,TERMS FOR RECORDS,LP,PLATTER,VINYL,WAX
2023-11-06,Medium,Blue,CUBE-SHAPED,BOUILLON,DIE,ICE,SUGAR
2023-11-06,Hard,Purple,WORDS THAT GO WITH “BONE”,FUNNY,HERRING,SOUP,WISH
2023-11-07,Easiest,Yellow,DIGITAL NOTIFICATION SOUNDS,CHIME,DING,PING,RING
2023-11-07,Easy,Green,TATTLE,RAT,SING,SNITCH,SQUEAL
2023-11-07,Medium,Blue,GROUP WITHIN A GROUP,CAMP,DIVISION,FACTION,WING
2023-11-07,Hard,Purple,MICROSOFT PRODUCTS,BING,EDGE,SURFACE,WORD
2023-11-08,Easiest,Yellow,BROUGHT TO THE BEACH,FLIP,FLOP,SUNSCREEN,TOWEL
2023-11-08,Easy,Green,TYPES OF FRENCH FRIES,CURLY,SHOESTRING,WAFFLE,WEDGE
2023-11-08,Medium,Blue,EQUIVOCATE,HEDGE,SEE,SAW,WAVER
2023-11-08,Hard,Purple,SECOND WORDS OF VODKA COCKTAILS,BREEZE,MARY,MULE,RUSSIAN
2023-11-09,Easiest,Yellow,DOCTORS’ ORDERS,DIET,EXERCISE,FRESH AIR,SLEEP
2023-11-09,Easy,Green,EMAIL ACTIONS,COMPOSE,FORWARD,REPLY ALL,SEND
2023-11-09,Medium,Blue,PODCASTS,RADIOLAB,SERIAL,UP FIRST,WTF
2023-11-09,Hard,Purple,___ COMEDY,BLACK,DIVINE,PROP,SKETCH
2023-11-10,Easiest,Yellow,SPICES,ANISE,DILL,NUTMEG,SAGE
2023-11-10,Easy,Green,INTELLIGENT,BRIGHT,QUICK,SHARP,SMART
2023-11-10,Medium,Blue,DEODORANTS,AXE,DEGREE,OLD SPICE,SECRET
2023-11-10,Hard,Purple,MEDIEVAL WEAPONS,CLUB,MACE,SPEAR,SWORD
2023-11-11,Easiest,Yellow,SPARSE/LACKING,LIGHT,SHORT,SPARE,THIN
2023-11-11,Easy,Green,FUN TIME,BALL,BLAST,KICK,RIOT
2023-11-11,Medium,Blue,FILMMAKING EQUIPMENT,BOOM,DOLLY,LENS,TRIPOD
2023-11-11,Hard,Purple,“GET A ___!”,CLUE,GRIP,LIFE,ROOM
2023-11-12,Easiest,Yellow,PRESIDENTS,FORD,GRANT,LINCOLN,WILSON
2023-11-12,Easy,Green,SPORTS PROFESSIONALS,COACH,GM,PLAYER,SCOUT
2023-11-12,Medium,Blue,CAR COMPANIES,BMW,HONDA,JAGUAR,SUBARU
2023-11-12,Hard,Purple,COMMON PREFIXES,AUTO,POST,SEMI,SUB
2023-11-13,Easiest,Yellow,UNIT OF LANGUAGE,LETTER,PARAGRAPH,SENTENCE,WORD
2023-11-13,Easy,Green,TRADEMARK,FEATURE,HALLMARK,STAMP,TRAIT
2023-11-13,Medium,Blue,FUNNY PERSON,CARD,CLOWN,CUTUP,JOKER
2023-11-13,Hard,Purple,THINGS WITH LEAVES,BOOK,TABLE,TEA,TREE
2023-11-14,Easiest,Yellow,BASIC EMOTIONS,ANGER,FEAR,HAPPINESS,SURPRISE
2023-11-14,Easy,Green,BIT OF VOCAL FANFARE,BEHOLD,PRESTO,TADA,VOILA
2023-11-14,Medium,Blue,OBTAIN,GET,LAND,SECURE,WIN
2023-11-14,Hard,Purple,___ ANT,ADAM,CARPENTER,FIRE,RED
2023-11-15,Easiest,Yellow,“GROSS!”,EW,ICK,PU,UGH
2023-11-15,Easy,Green,MAGAZINES,O,OK,US,W
2023-11-15,Medium,Blue,“YES” IN DIFFERENT LANGUAGES,HAI,JA,SI,DA
2023-11-15,Hard,Purple,HOMOPHONES,OUI,WE,WEE,WII
2023-11-16,Easiest,Yellow,BALDERDASH,BULL,HOGWASH,NONSENSE,ROT
2023-11-16,Easy,Green,HELM,DIRECT,GUIDE,LEAD,STEER
2023-11-16,Medium,Blue,SINGLE/PLURAL ANIMALS,BUFFALO,DEER,FISH,MOOSE
2023-11-16,Hard,Purple,GREAT ___,DANE,LAKE,SEAL,WHITE
2023-11-17,Easiest,Yellow,BODYWEIGHT EXERCISES,DIPS,LUNGES,PLANKS,SQUATS
2023-11-17,Easy,Green,EMAIL SIGN-OFFS,BEST,CHEERS,REGARDS,THANKS
2023-11-17,Medium,Blue,M.L.B. TEAMS FOR SHORT,CARDS,JAYS,NATS,YANKS
2023-11-17,Hard,Purple,ELIZABETHS (AND ONE ELISABETH),BANKS,MOSS,TAYLOR,WARREN
2023-11-18,Easiest,Yellow,QUICK PEEK,GANDER,GLANCE,GLIMPSE,LOOK
2023-11-18,Easy,Green,DECEIT,ACT,BLUFF,CHARADE,FRONT
2023-11-18,Medium,Blue,PARTS OF A MOUNTAIN,CLIFF,CRAG,LEDGE,RIDGE
2023-11-18,Hard,Purple,HOMOPHONES,PEAK,PEEK,PEKE,PIQUE
2023-11-19,Easiest,Yellow,ONSET,BIRTH,CREATION,DAWN,START
2023-11-19,Easy,Green,VENERABLE,AUGUST,GRAND,NOBLE,REGAL
2023-11-19,Medium,Blue,WALK,MARCH,STEP,STRIDE,TREAD
2023-11-19,Hard,Purple,___ DAY HOLIDAYS,EARTH,GROUNDHOG,LABOR,MAY
2023-11-20,Easiest,Yellow,RELIGIOUS FIGURES,CARDINAL,LAMA,MONK,PASTOR
2023-11-20,Easy,Green,PRIMATES,BABOON,BONOBO,GIBBON,GORILLA
2023-11-20,Medium,Blue,CHUTNEY VARIETIES,MANGO,MINT,TAMARIND,TOMATO
2023-11-20,Hard,Purple,IMITATE,APE,MIME,MIRROR,PARROT
2023-11-21,Easiest,Yellow,TYPES OF TEETH,CANINE,FANG,MOLAR,TUSK
2023-11-21,Easy,Green,FASHIONABLE,CHIC,HIP,HOT,IN
2023-11-21,Medium,Blue,DANCE MOVES,FLOSS,ROBOT,VOGUE,WORM
2023-11-21,Hard,Purple,THINGS THAT SUCK,LEECH,STRAW,VACUUM,VAMPIRE
2023-11-22,Easiest,Yellow,AREAS BETWEEN MOUNTAINS AND HILLS,CANYON,GULCH,PASS,RAVINE
2023-11-22,Easy,Green,EAT VORACIOUSLY,GORGE,GULP,SCARF,WOLF
2023-11-22,Medium,Blue,FEATURED IN “SNOW WHITE”,APPLE,BASHFUL,MIRROR,QUEEN
2023-11-22,Hard,Purple,“C” + BIRD,CHEN,CLARK,COWL,CRAVEN
2023-11-23,Easiest,Yellow,FOODS WITH CRUSTS,PASTY,PIE,TART,TURNOVER
2023-11-23,Easy,Green,ENDING IN A SILENT “T”,BOUQUET,PARFAIT,RAGOUT,RAPPORT
2023-11-23,Medium,Blue,COUNTRIES WITH RED AND WHITE FLAGS,JAPAN,POLAND,TUNISIA,TURKEY
